zip,sq_ft,price,latitude,longitude
95758,1739,221000,38.417026,-121.416821
95624,1516,222900,38.398245,-121.380615
95843,988,223139,38.705753,-121.388917
95632,1555,225500,38.282001,-121.295902
95820,1212,228327,38.534827,-121.412545
95833,1871,230000,38.62478,-121.523474
95828,1302,230000,38.47547,-121.380055
95841,756,230522,38.657789,-121.354994
95843,2026,231200,38.72286,-121.358939
95831,1375,232000,38.49026,-121.550527
95834,1250,232500,38.644406,-121.549049
95822,1058,233641,38.523828,-121.481139
95843,1187,234000,38.727657,-121.391028
95831,1324,234500,38.48797,-121.530229
95828,1936,235000,38.462981,-121.408288
95670,2382,236000,38.603686,-121.277844
95630,1427,236073,38.679626,-121.142609
95835,1678,238000,38.665296,-121.531993
95632,1798,238861,38.277177,-121.303747
95843,2652,239700,38.725079,-121.387698
95829,1816,240000,38.456939,-121.362965
95834,3076,240000,38.63437,-121.510779
95758,1844,241000,38.43461,-121.429316
95823,1306,245000,38.46179,-121.445371
95833,2447,246000,38.604969,-121.54255
95828,1176,247234,38.489215,-121.419546
95673,1182,247480,38.687021,-121.463151
95673,1160,249862,38.683674,-121.435204
95835,1424,251000,38.675506,-121.510987
95662,1574,252155,38.691829,-121.249033
95843,1830,254172,38.710221,-121.341707
95624,1724,258000,38.451353,-121.358776
95603,1255,260000,38.931671,-121.097862
95835,2175,261000,38.676172,-121.509761
95835,1904,261000,38.681194,-121.537351
95762,1808,262500,38.664347,-121.076529
95742,2711,266000,38.551046,-121.239411
95608,1713,266000,38.671995,-121.324339
95757,1457,270000,38.395256,-121.438249
95757,2724,274425,38.380089,-121.428186
95828,1468,275336,38.476932,-121.378349
95835,2550,277980,38.666074,-121.509743
95632,1928,280000,38.285611,-121.293063
95814,1922,284686,38.582818,-121.489096
95621,1343,284893,38.715853,-121.317095
95677,1510,285000,38.786746,-121.209957
95603,960,285000,38.939802,-121.054575
95608,1559,285000,38.64913,-121.310667
95623,1624,289000,38.673285,-120.879176
95832,2992,295000,38.473162,-121.491085
95758,2109,296000,38.432848,-121.449237
95670,1524,296056,38.579,-121.292627
95828,1248,297359,38.464994,-121.386962
95823,1876,299940,38.49254,-121.463316
95670,1851,305000,38.57727,-121.285591
95835,2218,311328,38.68237,-121.539147
95828,1394,313138,38.47316,-121.403893
95828,1410,316630,38.468185,-121.375694
95758,3468,320000,38.439565,-121.436606
95843,2346,320000,38.707705,-121.354153
95843,2347,325000,38.709299,-121.353056
95834,1659,328578,38.638764,-121.531827
95757,2442,331000,38.406758,-121.431669
95833,2155,340000,38.606906,-121.54132
95828,1810,345746,38.475433,-121.372584
95757,2789,351000,38.388129,-121.43117
95632,1606,353767,38.2535,-121.31812
95835,2166,356035,38.68318,-121.53484
95835,1871,360552,38.672966,-121.502748
95835,1800,362305,38.67342,-121.508542
95817,1683,365000,38.553596,-121.459483
95765,1596,370000,38.837006,-121.232024
95757,1179,378000,38.390328,-121.448022
95818,1639,388000,38.541735,-121.480098
95742,3281,395100,38.551083,-121.237476
95819,1697,400000,38.574894,-121.435806
95843,2085,408431,38.727649,-121.385656
95815,1744,416767,38.622359,-121.457582
95630,1939,423000,38.66695,-121.120729
95814,1788,427500,38.571943,-121.492106
95765,1691,430922,38.82553,-121.254698
95758,2002,445000,38.411258,-121.431348
95757,4303,450000,38.399436,-121.444041
95834,4246,452000,38.628955,-121.529269
95661,2274,470000,38.73988,-121.248929
95662,3056,475000,38.693041,-121.23294
95758,2503,484500,38.409689,-121.446059
95630,1905,500000,38.69435,-121.177259
95663,1320,506688,38.862708,-121.162092
95670,3037,528000,38.629299,-121.249021
95693,3741,579093,38.416809,-121.240628
95630,2660,636000,38.684459,-121.145935
95608,3357,668365,38.63558,-121.353639
95746,2896,676200,38.723545,-121.216025
95667,2025,677048,38.737452,-120.910963
95693,3788,691659,38.413535,-121.188211
95746,3670,760000,38.779435,-121.146676
95621,1166,30000,38.715322,-121.314787
95823,838,55422,38.471646,-121.435158
95660,904,63000,38.672642,-121.380343
95815,1032,65000,38.608085,-121.449651
95838,904,65000,38.636833,-121.44164
95817,1080,65000,38.544162,-121.460652
95822,990,66500,38.493504,-121.475304
95838,900,71000,38.636877,-121.444948
95824,861,75000,38.521202,-121.428146
95823,906,77000,38.459002,-121.428794
95815,1011,85000,38.6238,-121.439872
95823,1089,95625,38.466938,-121.455631
95815,832,96140,38.62391,-121.439208
95822,800,104250,38.517029,-121.513809
95842,1292,105000,38.679598,-121.356035
95822,810,108000,38.520319,-121.504727
95838,1064,109000,38.635232,-121.460098
95670,911,115000,38.610852,-121.273278
95835,846,115000,38.658812,-121.542345
95827,1320,115500,38.563402,-121.327747
95838,1410,115620,38.660173,-121.440216
95670,1115,116000,38.59368,-121.316054
95822,1169,122000,38.492177,-121.503392
95822,1164,122500,38.491991,-121.477636
95823,1341,123000,38.481454,-121.446644
95838,1219,124000,38.655554,-121.464275
95842,1127,124000,38.69043,-121.361035
95660,1272,124413,38.686061,-121.369949
95822,1253,125000,38.482717,-121.499683
95828,1120,130000,38.477297,-121.411513
95660,1118,131750,38.659016,-121.370457
95838,1890,137721,38.646541,-121.441139
95833,1260,137760,38.623045,-121.486279
95823,1400,138000,38.487297,-121.44295
95821,1264,140000,38.619012,-121.415329
95824,1060,145000,38.522015,-121.438713
95828,1132,145000,38.47955,-121.410867
95823,1466,150000,38.472117,-121.459589
95827,1092,150000,38.559641,-121.32316
95828,1628,151000,38.493484,-121.42035
95842,960,155000,38.68747,-121.349234
95621,1075,155800,38.695863,-121.300814
95826,1428,156142,38.554927,-121.35521
95828,1358,158000,38.474854,-121.404726
95828,2475,159900,38.465271,-121.40426
95610,1410,160000,38.689239,-121.267737
95843,1711,161500,38.70968,-121.382328
95826,1483,161600,38.536751,-121.359154
95632,1140,162000,38.282047,-121.295812
95828,1549,165000,38.487864,-121.402476
95828,1410,165000,38.467487,-121.377055
95758,1240,167293,38.434075,-121.432623
95842,1712,168000,38.677003,-121.354454
95823,1580,168000,38.449153,-121.428272
95843,1669,168750,38.71846,-121.370862
95826,1029,168750,38.544374,-121.370874
95621,1103,170000,38.71641,-121.306239
95828,2161,170250,38.479343,-121.372553
95823,1650,173000,38.466781,-121.450955
95726,1320,175000,38.77491,-120.597599
95826,1200,176095,38.553275,-121.346218
95835,1170,176250,38.68271,-121.501697
95621,1199,178000,38.70799,-121.302979
95823,1695,179000,38.448452,-121.428536
95670,1157,180000,38.60868,-121.27849
95838,1410,180000,38.646206,-121.442767
95678,1174,180000,38.734136,-121.299639
95823,1593,181000,38.44617,-121.427824
95673,1093,182000,38.68279,-121.453509
95678,1770,182587,38.72446,-121.292829
95822,1436,185074,38.48291,-121.491509
95829,1124,185833,38.453839,-121.357919
95826,1139,186785,38.565322,-121.374251
95832,1638,187000,38.476048,-121.494961
95833,1328,188335,38.609864,-121.492304
95758,1273,190000,38.431239,-121.44001
95838,1082,190000,38.659434,-121.455236
95827,1578,190000,38.573917,-121.316916
95661,796,190000,38.727609,-121.226494
95823,1386,191250,38.478239,-121.446326
95670,1452,193000,38.589925,-121.299059
95823,1513,193500,38.470494,-121.454162
95842,1578,195000,38.693071,-121.332365
95610,1736,195000,38.676437,-121.279165
95821,1473,195000,38.611055,-121.369964
95820,1150,198000,38.532725,-121.469078
95833,1127,199900,38.618019,-121.510215
95628,1144,200000,38.66424,-121.303675
95608,972,201000,38.622634,-121.330846
95758,2306,204918,38.42139,-121.411339
95843,1479,205000,38.724083,-121.3584
95623,1040,205000,38.678758,-120.844118
95838,1430,205878,38.641727,-121.412703
95832,1800,207000,38.47723,-121.492568
95843,1953,207744,38.71174,-121.342675
95835,1120,209000,38.681952,-121.505009
95834,1232,210000,38.640807,-121.533522
95835,984,210944,38.668433,-121.503471
95758,2329,213750,38.449651,-121.414704
95758,1351,215000,38.410561,-121.404327
95661,1376,215000,38.736392,-121.2664
95619,1300,216033,38.688255,-120.810235
95825,1566,220000,38.593598,-121.403637
95817,1115,220000,38.557433,-121.47034
95818,1032,220000,38.556818,-121.490669
95621,1419,220000,38.698058,-121.294893
95757,1261,220000,38.404888,-121.443998
95608,1637,220702,38.63173,-121.335286
95825,1776,221250,38.585291,-121.406824
95758,1338,222000,38.423913,-121.439115
95624,2254,222750,38.421713,-121.345191
95834,1441,225000,38.638882,-121.531883
95838,1991,225000,38.650729,-121.466483
95829,2126,228750,38.459524,-121.3501
95624,1094,229000,38.443184,-121.364388
95677,1462,230095,38.798028,-121.235364
95834,2258,232500,38.639891,-121.537603
95670,1074,233000,38.59675,-121.312716
95624,2111,233500,38.38751,-121.370276
95835,1686,239000,38.671556,-121.520916
95843,1915,240000,38.706209,-121.369509
95624,2367,240000,38.420637,-121.375798
95823,1962,240971,38.443305,-121.435296
95670,1406,242000,38.625932,-121.271517
95829,1789,243450,38.455753,-121.349273
95835,1876,243500,38.674226,-121.525497
95843,1235,246544,38.720767,-121.376678
95843,2504,246750,38.70884,-121.359559
95608,1676,247000,38.657267,-121.310352
95621,1367,249000,38.708966,-121.32467
95758,1899,249000,38.422241,-121.458022
95758,1636,250000,38.428852,-121.415628
95821,1828,250000,38.627698,-121.369698
95826,1438,252000,38.555633,-121.350691
95624,1451,255000,38.442845,-121.373272
95825,1520,255000,38.599449,-121.400305
95747,1506,255000,38.776649,-121.339589
95835,2605,257200,38.675594,-121.515878
95662,1196,260000,38.679409,-121.219107
95648,1621,260000,38.89918,-121.322514
95835,1811,263500,38.679191,-121.537622
95757,1540,266510,38.387708,-121.436522
95757,1543,275000,38.397455,-121.468391
95835,2494,276000,38.663728,-121.525833
95648,1650,276500,38.844116,-121.274806
95632,2214,278000,38.258976,-121.321266
95835,2280,279000,38.667332,-121.528276
95608,1443,280000,38.66266,-121.316858
95621,1582,280000,38.691393,-121.305215
95757,1857,285000,38.397923,-121.450219
95758,1735,288000,38.417191,-121.473897
95624,2096,289000,38.391085,-121.347231
95825,1720,290000,38.567865,-121.410699
95843,2160,290000,38.704554,-121.354753
95838,1382,293996,38.644927,-121.43054
95624,1721,294173,38.450548,-121.363002
95650,1328,295000,38.825096,-121.198432
95624,1982,298000,38.422221,-121.375799
95818,1144,299000,38.556844,-121.490769
95825,1623,300000,38.567795,-121.410703
95614,1457,300000,38.905927,-120.975169
95624,2555,300000,38.404505,-121.346938
95765,1577,300567,38.800539,-121.260979
95757,2592,303000,38.38912,-121.434389
95610,1401,305000,38.715493,-121.26293
95608,1502,310000,38.618369,-121.326187
95630,1327,310000,38.651617,-121.131674
95678,1800,310000,38.76349,-121.275881
95831,2169,311518,38.490408,-121.547664
95648,2457,312000,38.844144,-121.274174
95662,2004,315000,38.668289,-121.192316
95678,2212,315000,38.775872,-121.298864
95843,3134,315000,38.711927,-121.343608
95864,1360,315000,38.606569,-121.368424
95822,1276,320000,38.525115,-121.518689
95834,2962,322000,38.64977,-121.53448
95765,1888,325000,38.82273,-121.26424
95632,1548,328370,38.290119,-121.286023
95670,2109,330000,38.580545,-121.279016
95827,2484,331200,38.56803,-121.309966
95834,2258,332000,38.6354,-121.53499
95835,2212,334000,38.674864,-121.4958
95662,1616,335000,38.667703,-121.209456
95835,2372,341000,38.66841,-121.494639
95765,2606,346375,38.807816,-121.270008
95757,2877,349000,38.386239,-121.448159
95843,2960,350000,38.709513,-121.359357
95678,2172,350000,38.792461,-121.275711
95678,2100,350000,38.762153,-121.283451
95831,1795,351000,38.483212,-121.54019
95661,2295,360000,38.733985,-121.236766
95747,2577,367463,38.792493,-121.331899
95690,1727,380000,38.247659,-121.515129
95758,1485,380578,38.429139,-121.423444
95608,1655,386222,38.629929,-121.323086
95661,2049,395500,38.737872,-121.249025
95757,2875,397000,38.405571,-121.445186
95762,2199,400000,38.656299,-121.079783
95818,1304,413500,38.551611,-121.504437
95608,2334,415000,38.634111,-121.353376
95603,2278,420454,38.935579,-121.079018
95819,1493,425000,38.579326,-121.44252
95630,2787,441000,38.66051,-121.163689
95831,2824,445000,38.506371,-121.514456
95630,3261,446000,38.673882,-121.105077
95821,2053,450000,38.621566,-121.370882
95661,2379,455000,38.750577,-121.232768
95628,3173,525000,38.650735,-121.258628
95864,1348,545000,38.588936,-121.373606
95816,1252,575000,38.568438,-121.457854
95630,3229,575000,38.703962,-121.1871
95829,3863,598695,38.45326,-121.32573
95746,2356,600000,38.732096,-121.219142
95747,3579,610000,38.78861,-121.339495
95693,4400,884790,38.415298,-121.194858
95683,5822,2000,38.490447,-121.129337
95828,1512,56950,38.488628,-121.387759
95826,611,60000,38.542419,-121.359904
95823,876,61000,38.471139,-121.432255
95842,933,62000,38.670467,-121.359799
95820,864,68566,38.539213,-121.46393
95838,1011,70000,38.643978,-121.449562
95815,1158,80000,38.618716,-121.466327
95838,1092,85500,38.64472,-121.452228
95833,956,92000,38.627147,-121.500799
95824,1139,93600,38.520469,-121.458606
95822,1058,95000,38.488238,-121.472561
95838,1040,97750,38.628842,-121.446127
95823,1354,104000,38.484374,-121.463157
95660,1051,105000,38.679279,-121.376615
95825,682,107666,38.578675,-121.409951
95824,1161,109000,38.511893,-121.457676
95838,1004,110000,38.647398,-121.432914
